ID,name_product,price_product,number_purchaser,name_store,address
1,Apple/苹果 iPhone 15 Pro Max新款5G手机官方国行正品百亿补贴,8268.00元,10万+人收货,百亿补贴官方频道,浙江
2,Apple/苹果 iPhone 15 Pro全网通5G手机新品原装官方正品百亿补贴,7348.00元,6万+人收货,百亿补贴官方频道,浙江
3,Apple/苹果 iPhone 15 新品5G手机全新原装正品全网通国行苹果15,5799.00元,5万+人收货,百亿补贴官方频道,浙江
4,Apple/苹果 iPhone 15,5999.00元,0,Apple Store 官方旗舰店,上海
5,honor/荣耀X50 5G智能手机荣耀手机百亿补贴大电池官网正品老人机,1099.00元,3万+人收货,百亿补贴官方频道,浙江
6,Apple/苹果 iPhone 15 Pro Max,9999.00元,0,Apple Store 官方旗舰店,上海
7,【赠碎屏保】Redmi Note 13 Pro手机小米2亿像素红米智能新春老年备用note小米官方旗舰店官网13pro好运红,1399.00元,2万+人收货,小米官方旗舰店,北京
8,Apple/苹果 iPhone 15 Pro,7999.00元,0,Apple Store 官方旗舰店,上海
9,【限量赠充电宝】Redmi K70红米手机小米手机官方旗舰店K60红米k70小米k70高通骁龙8Gen2澎湃OS,2499.00元,2万+人收货,小米官方旗舰店,北京
10,【官网】荣耀X50 新品5G智能手机全球首款瑞士SGS整机五星抗跌耐摔认证 5800mAh大电池官方,1299.00元,2万+人收货,荣耀官方旗舰店,广东
11,小米 Redmi Note 12 Turbo手机红米官方正品官网新品5G学生闪充,1858.00元,1万+人收货,百亿补贴官方频道,浙江
12,【旗舰】华为/HUAWEI Mate 60 Pro 智能手机新品,7999.00元,0,华为官方旗舰店,广东
13,【购机享6期免息】vivo iQOO Neo9新品手机第二代骁龙8官方旗舰店正品智能5g学生游戏neo8,2299.00元,1万+人收货,iQOO手机官方旗舰店,广东
14,MIUI/小米 Redmi K70 新款红米5G手机小米手机百亿补贴官方正品,2299.00元,1万+人收货,百亿补贴官方频道,浙江
15,【 限时买赠399元尊享礼盒】小米14手机新品新款上市小米官方旗舰店官网高通骁龙8Gen3小米汽车同款定制色,3999.00元,1万+人收货,小米官方旗舰店,北京
16,Apple/苹果 iPhone 15 Pro Max,9999.00元,1万+人收货,强盛手机企业店,上海
17,【指定整点抢五折】Redmi Note 13 5G手机1亿像素红米note手机小米小米官方旗舰店官网新品note13,999.00元,1万+人收货,小米官方旗舰店,北京
18,【立即抢购】Redmi Note 12 Turbo手机红米小米note拍照游戏智能旗舰直屏小米官方旗舰店官网新品12t,1599.00元,1万+人收货,小米官方旗舰店,北京
19,Redmi红米Note 13 Pro新款5g手机官网正品百亿补贴小米note13pro,1276.00元,1万+人收货,百亿补贴官方频道,浙江
20,【立即抢购】Redmi Note 12T Pro手机红米note手机智能小米官方旗舰店官网正品note12tp,1199.00元,1万+人收货,小米官方旗舰店,北京
21,[官方直营]4G全网通纽曼M560正品老年手机超长待机老人机大屏幕大字大声音男女士电信版学生专用智能按键,56.60元,1万+人收货,创于佳讯数码专营店,广东
22,Apple/苹果 iPhone 15 Pro Max,11999.00元,1万+人收货,鑫辰通讯数码科技,广东
23,honor/荣耀 90正品保障高通骁龙芯片游戏智能手机百亿补贴官方,1729.00元,1万+人收货,百亿补贴官方频道,浙江
24,【下拉跳转百补更优惠】Redmi Note 12T Pro手机红米note手机小米手机小米官方旗舰店新品note12tp,1178.00元,9000+人收货,小米官方旗舰店,北京
25,Apple/苹果 iPhone 15 Pro Max 新品5G全网通手机,10499.00元,9000+人收货,华圣手机通讯店,广东
26,【享6期分期免息】OPPO一加 Ace 3 新款游戏学生智能5G手机第二代骁龙8 一加官网旗舰店官方正品oppoAI,2599.00元,9000+人收货,一加官方旗舰店,广东
27,【百亿补贴】Apple/苹果 iPhone 15 Pro Max智能手机,9999.00元,9000+人收货,中国移动泛全联盟手机企业店,浙江
28,华为畅享 70 Pro 1亿像素超清影像 40W超级快充5000mAh大电池长续航官方旗舰店鸿蒙直面屏学生智能,1449.00元,8000+人收货,华为官方旗舰店,广东
29,OnePlus/一加 Ace 2旗舰智能5G手机正品保障新款游戏骁龙8+处理器,1848.00元,8000+人收货,百亿补贴官方频道,浙江
30,【新品上市】HONOR/荣耀90 GT 5G智能 直屏 手机第二代骁龙8旗舰芯片官方旗舰店官网正品学生游戏电竞 护眼,2599.00元,8000+人收货,荣耀官方旗舰店,广东
31,vivo iQOO Neo8高通骁龙8+高刷正品保障智能5G游戏手机百亿补贴,2179.00元,8000+人收货,百亿补贴官方频道,浙江
32,【新品】HUAWEI/华为 nova 12 活力版6.88mm超薄潮美直屏 前置6000万超广角拍照 华为官方旗舰店鸿蒙智能,2499.00元,8000+人收货,华为官方旗舰店,广东
33,Apple/苹果15plus iphone15plus 2023新品5G手机官网正品百亿补贴,5790.00元,8000+人收货,百亿补贴官方频道,浙江
34,OPPO 一加 Ace2 pro手机新款游戏旗舰拍照5G手机新品正品百亿补贴,2305.00元,7000+人收货,百亿补贴官方频道,浙江
35,Apple/苹果 iPhone 15 Pro,7999.00元,7000+人收货,强盛手机企业店,上海
36,【新品上新】华为畅享 70 6000mAh大电池超长续航 6.75英寸影音大屏官方旗舰店鸿蒙直面屏学生智能,1149.00元,7000+人收货,华为官方旗舰店,广东
37,honor/荣耀 X50 5G智能手机十面抗摔硬核曲面5800mAh长续航,1249.00元,7000+人收货,荣耀手机数码店,广东
38,【百亿补贴】Apple/苹果 iPhone 15,5999.00元,7000+人收货,中国移动泛全联盟手机企业店,浙江
39,【官网】HONOR/荣耀X50 GT 智能5G手机骁龙8+满帧战神引擎 5800mAh超长续航官方旗舰店官网游戏电竞学生,1999.00元,7000+人收货,荣耀官方旗舰店,广东
40,【官网】OPPO K10x官网大电池拍照智能全面屏新款电竞游戏oppo手机官方旗舰店学生备用老人机oppo正品,899.00元,7000+人收货,OPPO官方旗舰店,广东
41,Apple/苹果 iPhone 15 Plus,6999.00元,0,Apple Store 官方旗舰店,上海
42,OPPO Reno11 天玑8200旗舰芯片5G新款智能拍照oppo手机学生正品官网oppo官方旗舰店oppo reno11AI,2099.00元,6000+人收货,OPPO官方旗舰店,广东
43,【指定整点抢五折】小米红米Note 12 5G 新品OLED屏幕智能红米官网小米官方旗舰店note12,949.00元,6000+人收货,小米官方旗舰店,北京
44,【新品上市】荣耀100 5G智能手机单反级写真相机OIS光学防抖100W超级快充荣耀绿洲护眼屏官方旗舰店官网90,2299.00元,6000+人收货,荣耀官方旗舰店,广东
45,【新春开门红特惠100元】Redmi K70E红米手机小米手机小米官方旗舰店新品上市红米k70小米,1899.00元,5000+人收货,小米官方旗舰店,北京
46,【购机享3期免息】vivo iQOO Neo8新品手机高通骁龙8+独显高刷官方旗舰店智能5g游戏电竞爱酷neo7,1899.00元,5000+人收货,iQOO手机官方旗舰店,广东
47,【顺丰包邮】Apple/苹果 iPhone 15 Pro Max全网通5G手机,10999.00元,5000+人收货,中国移动手机数码店,浙江
48,【官方旗舰店】金立L17老年手机4G全网通正品超长待机老人机大屏大字大声音男女电信版学生专用智能按键,95.00元,5000+人收货,gionee金立旗舰店,广东
49,【顺丰包邮】Apple/苹果 iPhone 15 新品5G手机全新原装正品,5999.00元,5000+人收货,中国移动手机数码店,浙江
50,Apple/苹果 iPhone 15 Pro Max 支持移动联通电信5G 双卡双待手机,9999.00元,5000+人收货,HK数码企业店,上海
51,【官网】OPPO K11手机拍照智能全面屏大电池新款电竞游戏高通骁龙oppo官方旗舰店正品学生备用机老人oppo,1499.00元,5000+人收货,OPPO官方旗舰店,广东
52,【享24期免息】HONOR/荣耀Magic6 5G智能手机 第三代骁龙8芯片/荣耀巨犀玻璃/青海湖电池官方旗舰店官网拍照,4399.00元,5000+人收货,荣耀官方旗舰店,广东
53,【24期免息 赠无线运动耳机2】vivo S18骁龙5G智能人像拍照AI新品手机全面屏官方旗舰店官网正品S17Pro S17e,2099.00元,5000+人收货,vivo手机官方旗舰店,广东
54,Apple/苹果 iPhone 13,4699.00元,0,Apple Store 官方旗舰店,上海
55,【限时买赠399元尊享礼盒】小米14Pro手机新品新款上市小米官方旗舰店官网澎湃OS系统小米汽车同款定制色,4999.00元,5000+人收货,小米官方旗舰店,北京
56,honor/荣耀 X50,1399.00元,5000+人收货,通讯终端互联网,江苏
57,【立即抢购】Redmi 12C新品上市智能官方旗舰店红米小米手机大音学生老年备用机老人百元机12c,599.00元,4000+人收货,小米官方旗舰店,北京
58,Apple/苹果 iPhone 15 Pro 支持移动联通电信5G 双卡双待手机,7999.00元,4000+人收货,HK数码企业店,上海
59,vivo iQOO Z8x手机全网通5G学生拍照游戏正品全新vivo手机爱酷z8,1091.00元,4000+人收货,百亿补贴官方频道,浙江
60,【全国联保】Apple/苹果 iPhone 15 Pro Max全网通5G手机原装国行,8749.00元,4000+人收货,众逸数码,江苏
61,【新品】HUAWEI/华为 nova 12 Pro 前置6000万人像追焦双摄物理可变光圈华为官方旗舰店鸿蒙智慧通信智能,3999.00元,0,华为官方旗舰店,广东
62,Apple/苹果 iPhone 15 Pro Max,16999.00元,4000+人收货,浩酷3C数码,浙江
63,Apple/苹果 iPhone 15 Pro Max 支持移动联通电信5G 双卡双待手机,10999.00元,4000+人收货,立立数码,江苏
64,vivo iQOO Neo8 Pro新品手机独显芯片高刷智能5g游戏电竞百亿补贴,2087.00元,4000+人收货,百亿补贴官方频道,浙江
65,【12+256特惠200元】vivo iQOO 12骁龙8Gen3自研电竞芯片闪充游戏iQOO官方旗舰店官网vivoiQOO12,3799.00元,4000+人收货,iQOO手机官方旗舰店,广东
66,【至高省250元】vivo iQOO Z8x手机官方旗舰店官网正品学生大电池大内存备用机老人机iqoo z7 z7x,999.00元,4000+人收货,iQOO手机官方旗舰店,广东
67,【官方旗舰】关爱心G7翻盖老年机正品超长待机语音播报老人手机一键拨号大字体大声音4G全网通男女商务老人机,144.00元,4000+人收货,关爱心旗舰店,广东
68,【购机至高省200元】vivo iQOO Z8手机官方旗舰店官网正品学生120W闪充大内存老人机备用机iqoo z7 z7x,1499.00元,4000+人收货,iQOO手机官方旗舰店,广东
69,【全国联保】Apple/苹果 iPhone 15 Pro Max全网通手机原装国行,8749.00元,4000+人收货,鑫手机优选商城,江苏
70,Redmi红米 Note 13 Pro+ 官方小米手机百亿补贴官网同款5G新品,1612.00元,4000+人收货,百亿补贴官方频道,浙江
71,Redmi红米Note 13 5G小米手机官网新款正品小米note13百亿补贴,880.00元,4000+人收货,百亿补贴官方频道,浙江
72,【顺丰包邮】Apple/苹果 iPhone 15 Pro 全网通5G手机新品国行,7999.00元,4000+人收货,中国移动手机数码店,浙江
73,华为畅享60X 7000mAh大电池长续航6.95英寸影音大屏官方旗舰店鸿蒙直面屏老人学生智能,1549.00元,4000+人收货,华为官方旗舰店,广东
74,Apple/苹果 iPhone 15 Pro,8499.00元,4000+人收货,陆杰数码,浙江
75,【新品上市】荣耀100 Pro 5G智能手机第二代骁龙8旗舰芯片单反级写真相机护眼屏官方旗舰店官网全新正品,3399.00元,4000+人收货,荣耀官方旗舰店,广东
76,[4G全网通]关爱心G1三防老人机超长待机正品电信版移动联通老年大屏大字体大声音语音播报专用智能按键机,90.00元,4000+人收货,关爱心旗舰店,广东
77,【购机至高省1200元】vivo iQOO Neo7 SE新品天玑8200官方旗舰店官网智能5g新款游戏电竞爱酷neo6 neo7,1499.00元,4000+人收货,iQOO手机官方旗舰店,广东
78,OPPO K10x手机正品保障智能5G新款超清拍照游戏百亿补贴官方正品,1176.00元,4000+人收货,百亿补贴官方频道,浙江
79,【旗舰】华为/HUAWEI Mate X5 新款智能手机折叠屏新品华为官方旗舰店,15999.00元,0,华为官方旗舰店,广东
80,【百亿补贴】Apple/苹果 iPhone 15 Pro智能手机,7999.00元,4000+人收货,中国移动泛全联盟手机企业店,浙江
81,【全国联保】Apple/苹果 iPhone 15手机原装国行正品,4869.00元,3000+人收货,鑫手机优选商城,江苏
82,小米 Redmi K60官网正品新品红米智能手机2K高光屏骁龙8+百亿补贴,1899.00元,3000+人收货,百亿补贴官方频道,浙江
83,honor/荣耀100 单反级写真相机拍照快充电竞游戏学生手机百亿补贴,2075.00元,3000+人收货,百亿补贴官方频道,浙江
84,【全国联保】Apple/苹果 iPhone 15 Pro Max全网通手机原装国行,8749.00元,3000+人收货,众逸数码,江苏
85,小米14 5G手机新品新款上市小米手机官网正品智能游戏百亿补贴,3644.00元,3000+人收货,百亿补贴官方频道,浙江
86,【官网】HONOR/荣耀Play8T 5G手机6000mAh大电池长续航850nit超清高亮新款官方旗舰正品游戏商务学生老人机,1049.00元,3000+人收货,荣耀官方旗舰店,广东
87,Redmi红米K60至尊版红米手机小米手机正品游戏电竞手机百亿补贴,2173.00元,3000+人收货,百亿补贴官方频道,浙江
88,【24期免息 送无线运动耳机2】vivo X100新品蓝晶×天玑9300旗舰芯片闪充拍照官网店官方vivox100正品x90,3949.00元,3000+人收货,vivo手机官方旗舰店,广东
89,【享24期分期免息】OPPO一加 12新品学生旗舰智能哈苏拍照游戏5G高通骁龙8 gen3官方官网正品OPPOAI,4299.00元,3000+人收货,一加官方旗舰店,广东
90,【官网】荣耀90 新款5G智能手机 高通骁龙芯片/2亿像素写真相机/3840Hz调光护眼屏官方旗舰店官网正品学生80,1949.00元,3000+人收货,荣耀官方旗舰店,广东
91,【官方旗舰店】金立N90翻盖老年机正品超长待机老人手机一键拨号大屏大字大声音电信4G全网通男女商务老人机,123.00元,3000+人收货,gionee金立旗舰店,广东
92,【16+256GB低至3599元】realme真我GT5 Pro旗舰新机第三代骁龙8超光影潜望长焦电竞官方正品gt5Pro,3599.00元,3000+人收货,realme官方旗舰店,广东
93,【旗舰】华为/HUAWEI Mate 60 Pro+ 新品智能手机,8999.00元,0,华为官方旗舰店,广东
94,vivo iQOO Neo7 SE新品天玑8200智能5g游戏 120HZ柔性直屏手机,1309.00元,3000+人收货,百亿补贴官方频道,浙江
95,MIUI/小米 Xiaomi 13,4299.00元,3000+人收货,之江数码,广东
96,MIUI/小米 Redmi K70 5G手机,2699.00元,3000+人收货,好再莱数码通讯,广东
97,Apple/苹果 iPhone 15 手机,5999.00元,3000+人收货,尚品优选手机数码商城,北京
98,【新品上市】HONOR/荣耀Magic6 Pro 5G手机 第三代骁龙8芯片/荣耀鸿燕通信/荣耀巨犀玻璃/官方旗舰店官网拍照,5699.00元,3000+人收货,荣耀官方旗舰店,广东
99,【立即抢购】Redmi 13C 5G手机新品上市智能官方旗舰店红米小米13c大音学生老年备用老人百元专用miui,749.00元,3000+人收货,小米官方旗舰店,北京
100,【下拉百补更优惠】vivo iQOO Z6x长续航手机闪充游戏5g大电池千元大内存官方旗舰店vivoiQOOZ6x,824.00元,3000+人收货,iQOO手机官方旗舰店,广东
101,Apple/苹果 iPhone 15 Pro Max 手机,10999.00元,3000+人收货,信圆手机数码,北京
102,【新品】HUAWEI/华为 nova 12 100W智能快充Turbo 前置6000万4K超广角人像 华为官方旗舰店鸿蒙智慧通信,2999.00元,0,华为官方旗舰店,广东
103,【全国联保】Apple/苹果 iPhone 15全网通5G手机原装国行正品,4869.00元,3000+人收货,众逸数码,江苏
104,【立即抢购】Redmi Note 13 Pro+2亿像素note13pro曲面屏120w充电小米官方旗舰店官网旗舰备用智能机,1899.00元,3000+人收货,小米官方旗舰店,北京
105,【至高立省600元】vivo Y78/t1新品全面屏游戏拍照学生5G智能手机大电池官方旗舰店老人机Y78+,1050.00元,3000+人收货,vivo手机官方旗舰店,广东
106,【顺丰包邮】honor/荣耀 X50,1399.00元,3000+人收货,壹佰分数码,广东
107,MIUI/小米 Xiaomi 13 12+256,4299.00元,3000+人收货,浩酷3C数码,浙江
108,【官网】OPPO K11x 手机拍照智能数码全面屏大电池新款电竞游戏官方旗舰店正品学生备用老人oppo正品,1099.00元,3000+人收货,OPPO官方旗舰店,广东
109,OPPO Find X7 旗舰新品智能拍照超级闪充数码AI手机oppo官方官网旗舰店正品学生大屏幕oppofindx7 oppo,3999.00元,3000+人收货,OPPO官方旗舰店,广东
110,【购机享24期免息】vivo iQOO Neo9 Pro新品手机天玑9300官方旗舰店正品智能5g学生游戏neo8,2999.00元,3000+人收货,iQOO手机官方旗舰店,广东
111,OPPO一加ace2v OnePlus新款游戏5G性能手机直屏百亿补贴官方正品,1759.00元,3000+人收货,百亿补贴官方频道,浙江
112,honor/荣耀100 Pro 5G手机原装23年新款学生拍照百亿补贴官方正品,3026.00元,3000+人收货,百亿补贴官方频道,浙江
113,【全国联保】Apple/苹果 iPhone 15 Pro Max全网通手机原装国行,8749.00元,3000+人收货,众逸数码,江苏
114,【至高优惠1000元 购机享24期免息！】Xiaomi 13新品手机徕卡影像/骁龙8 Gen2小米官方旗舰店官网澎湃OS系统,3599.00元,3000+人收货,小米官方旗舰店,北京
115,Apple/苹果 iPhone 15 Pro Max 手机,10999.00元,3000+人收货,尚品优选手机数码商城,北京
116,HUAWEI/华为nova 11 SE 一亿像素66W快充华为官方旗舰店鸿蒙智能学生补贴高清自拍游戏老人机,1949.00元,2000+人收货,华为官方旗舰店,广东
117,Apple/苹果 iPhone 15 Pro Max,11999.00元,2000+人收货,合谷数码电器,浙江
118,Apple/苹果 iPhone 15 Pro,99999.00元,2000+人收货,浩酷3C数码,广东
119,Apple/苹果 iPhone 15 Pro Max 手机,10999.00元,2000+人收货,信圆手机数码,北京
120,【享3期免息】OPPO一加 Ace 2 新款游戏学生旗舰智能5G手机满血版骁龙8+一加官网旗舰店oppo官方正品AI,2049.00元,2000+人收货,一加官方旗舰店,广东
121,Apple/苹果 iPhone 15 Pro Max,15999.00元,2000+人收货,鑫源通讯数码科技,广东
122,Apple/苹果 iPhone 15 Pro Max,16999.00元,2000+人收货,迷制数码,河南
123,华为老人手机超长待机大屏大字大声音联通电信4G全网通按键老年机,128.00元,2000+人收货,锐达通信,广东
124,【官方旗舰店】金立V5老年手机4G全网通正品超长待机老人机大屏幕大字大声音男女电信版学生专用智能按键,66.90元,2000+人收货,gionee金立旗舰店,广东
125,Huawei/华为 畅享 70智能超长续航超清影像鸿蒙大屏手机百亿补贴,831.00元,2000+人收货,百亿补贴官方频道,浙江
126,【购机赠蓝牙耳机】Redmi K70Pro红米k70pro手机官方旗舰店小米小米k70pro骁龙8Gen3澎湃OS,3299.00元,2000+人收货,小米官方旗舰店,北京
127,OPPO K11手机索尼IMX890主摄100W闪充大电池大内存5G手机旗舰同款,1326.00元,2000+人收货,百亿补贴官方频道,浙江
128,Apple/苹果14 iphone14 正品保障百亿补贴官方5G新款数码苹果手机,4149.00元,2000+人收货,百亿补贴官方频道,浙江
129,MIUI/小米 Xiaomi 13 12+512,4699.00元,2000+人收货,浩酷3C数码,浙江
130,现货速发【晒单返50元红包 自营】vivo iQOO Neo9 新品5G拍照游戏电竞学生官方旗舰店官网正品iqoo neo8,2299.00元,2000+人收货,喵速达电器官方旗舰店,浙江
131,【24期免息 送无线运动耳机2】vivo X100 Pro新品蓝晶×天玑9300芯片闪充拍照官网官方旗舰店vivox100pro,4949.00元,2000+人收货,vivo手机官方旗舰店,广东
132,Apple/苹果 iPhone 15 Pro Max,16999.00元,2000+人收货,迷制数码,河南
133,【享6期免息】荣耀X50 智能手机5G全球首款瑞士SGS整机五星抗跌耐摔认证 5800mAh大电池官方旗舰店X40,1299.00元,2000+人收货,荣耀官方旗舰店,广东
134,Apple/苹果 iPhone 15 Pro Max 新品5G全网通手机,10499.00元,2000+人收货,华圣手机通讯店,广东
135,官方旗舰店】诺基亚105老年手机老人机超长待机小迷你学生初中高中生专用儿童经典款备用旗舰店官网2023新款,139.00元,2000+人收货,诺基亚手机官方旗舰店,广东
136,Apple/苹果 iPhone 15 Pro 国行正品手机,9999.00元,2000+人收货,淘百优选,北京
137,Apple/苹果 iPhone 15 Pro 手机,8499.00元,2000+人收货,尚品优选手机数码商城,北京
138,【官网】HONOR/荣耀畅玩20 4G手机5000mAh大电池6.5英寸高清护眼屏震撼大音量官方旗舰店官网,599.00元,2000+人收货,荣耀官方旗舰店,广东
139,Huawei/华为畅享60X手机7000m毫安长续航百亿补贴官方正品新品,1177.00元,2000+人收货,百亿补贴官方频道,浙江
140,honor/荣耀 X50 智能5G手机官方官网正品大电池选荣耀耳机,1399.00元,2000+人收货,智域数码,广东
141,Apple/苹果 iPhone 15 Pro Max 支持移动联通电信5G 双卡双待手机,10999.00元,2000+人收货,立立数码,江苏
142,官方正品旗舰2024全新12+256G电竞八核游戏智能手机安卓5G全网通学生价千元超薄超大屏备用机老年人机工作室,399.04元,2000+人收货,天天特卖工厂店,浙江
143,honor/荣耀 X50,9999.00元,2000+人收货,酷动3C数码商城,广东
144,【官方旗舰店正品】4G全网通老人手机超长待机老年机大屏大字大声全语音王老人专用学生电信非智能按键机1838,54.00元,2000+人收货,苏宁易购官方旗舰店,广东
145,【官网】HONOR/荣耀X40 GT竞速版/荣耀X40 GT 5G智能电竞手机高通骁龙888芯片144Hz高刷电竞屏,1499.00元,2000+人收货,荣耀官方旗舰店,广东
146,【购机立省100元 赠闪充面条线】vivo Y33t新品智能拍照手机大内存大电池长续航vivo官方旗舰店正品学生机,699.00元,2000+人收货,vivo手机官方旗舰店,广东
147,MIUI/小米 Redmi Note 12 Turbo手机红米note12T小米手机note12t,1843.00元,2000+人收货,淘百优选,北京
148,vivo iQOO Z8,1699.00元,2000+人收货,百亿企业店,广东
149,【官网】HONOR/荣耀Play7T 5G手机6000mAh大电池长续航新款官方旗舰正品游戏商务学生老人机安卓,899.00元,2000+人收货,荣耀官方旗舰店,广东
150,MIUI/小米 Redmi K70 Pro 5G红米 第三代骁龙8 手机百亿补贴官方,2895.00元,2000+人收货,百亿补贴官方频道,浙江
151,vivo iQOO Neo8 Pro新品手机天玑9200+独显芯片高刷官方旗舰店智能5g游戏电竞,2399.00元,2000+人收货,iQOO手机官方旗舰店,广东
152,【8+256】vivo iQOO Z8 8+256,1699.00元,2000+人收货,静远数码通讯店,广东
153,MIUI/小米 Redmi Note 12 Turbo,1799.00元,2000+人收货,数码8888宝贝,上海
154,vivo iQOO Z8 5G学生游戏手机vivoz7 iqooz5 iqooz6x iqooz7,1799.00元,2000+人收货,依梦正品数码商城,江苏
155,【享3期免息】OPPO一加Ace 2VOnePlus新款游戏5G性能手机直屏天玑9000移动平台官方旗舰享OPPO官方售后,1999.00元,2000+人收货,一加官方旗舰店,广东
